P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
Dicranales	Hypnodendrales	Hookeriales	7.740430837913371	4.9960036108132044e-15	0.26619263537656046	24652272.25	966938.5	531065.5	1242748.0	180510.75	1389791.5	395339.0	162621.0	702741.25	9237046.75	751449.75	160256.5	421352.0	1184390.5	133047.75
Dicranales	Catoscopiales	Hypnodendrales	9.10533805781841	0.0	0.5719220019446626	3442884.375	147808.875	68882.625	103054.125	17200.0	130605.375	50443.125	17472.75	120732.625	1360069.875	127760.25	16554.75	52213.5	103973.25	12660.5
Dicranales	Hypnodendrales	Hypopterygiales	6.619193126221179	1.8153700764855785e-11	0.20835876981277693	3497300.25	117124.75	74181.25	179318.5	23402.75	199766.5	54181.0	21458.25	87117.0	1326429.25	96296.75	19961.5	57095.25	175247.5	17312.5
Dicranales	Gigaspermales	Andreaeales	5.004606666660431	2.8032576904202244e-07	0.9041898757421803	2571583.75	259092.5	89339.0	79252.75	37413.75	124944.75	58904.5	39091.0	250937.25	691411.5	210515.0	43152.25	51616.0	74816.75	28449.25
Dicranales	Andreaeales	Takakiales	8.977714655777524	0.0	0.5370854245632147	2520771.25	192047.0	164726.75	158866.25	65948.5	256279.25	104610.0	68927.0	167559.5	528256.25	121616.25	81296.75	91879.25	140239.5	48457.5
Dicranales	Catoscopiales	Andreaeales	5.07410272255016	1.9499499948061327e-07	0.9365794688758978	2716304.0	304699.5	69114.75	61581.75	31422.75	91319.5	43364.25	30104.25	312396.0	756407.5	263758.25	35140.25	40969.75	56504.25	24141.25
Dicranales	Catoscopiales	Gigaspermales	12.382185366103723	0.0	0.5458028748694638	787068.0	28953.25	14515.0	24945.5	3477.75	31549.5	10157.75	3216.0	27928.0	308823.5	25310.0	3430.5	10677.75	24932.5	2506.0
Dicranales	Gigaspermales	Buxbaumiales	5.689655016525862	6.383032880030726e-09	0.8406913434347698	594053.0	54208.5	19493.0	19963.0	7162.5	29796.0	14301.25	7633.75	44179.0	178064.0	41695.5	7977.0	12849.25	18487.0	5735.25
Dicranales	Orthodontiales	Gigaspermales	5.103414543737127	1.670808166265303e-07	0.47157229534572664	1532341.25	53122.25	49035.0	49992.0	9505.5	65515.5	36362.0	9920.0	48525.5	574211.5	42440.0	9710.75	37493.25	49672.75	7235.75
Erpodiales	Dicranales	Hedwigiales	5.105926335007403	1.6487701848255654e-07	0.7554609099798207	8085018.5	409016.25	241204.5	231629.5	52364.25	320127.5	177672.5	53933.25	344363.25	3006902.5	344008.5	56222.25	178519.0	233862.0	40596.25
Dicranales	Catoscopiales	Hookeriales	9.064775956520695	0.0	0.7337005979476131	5852088.25	373705.75	127443.5	163423.75	38472.75	209394.25	92534.25	39236.0	287847.0	2183256.25	306843.5	39389.75	94880.0	154641.0	29204.0
Dicranales	Hedwigiales	Hookeriales	7.600789416955414	1.4876988529977098e-14	0.36886994490071734	28780904.25	1369495.5	834897.5	1209223.5	258836.25	1441078.75	640082.25	228739.75	972722.25	10494160.5	1051195.5	230750.5	642082.75	1156509.5	186636.25
Dicranales	Aulacomniales	Hookeriales	10.354115170991562	0.0	0.28846302238588917	16997795.75	699877.75	334019.25	846829.5	120267.75	958344.75	247458.5	108350.75	490448.5	6399563.5	536050.5	104162.75	248067.25	805722.5	87300.0
Dicranales	Orthodontiales	Hookeriales	12.107767263698255	0.0	0.311534375861009	11822007.5	493117.5	198686.25	582276.0	77506.25	664453.0	149990.5	72777.5	345602.0	4467667.75	372661.25	64555.75	147954.5	559572.75	57197.5
Dicranales	Catoscopiales	Hedwigiales	11.374400718971952	0.0	0.568950448333985	4077750.25	177701.5	82940.0	122287.5	20338.25	156550.0	56692.75	20788.5	143272.5	1605204.5	151067.0	19990.75	63774.5	121173.25	15561.75
Dicranales	Catoscopiales	Buxbaumiales	5.627087033126423	9.188913407953692e-09	0.9060550249139789	619350.25	64347.25	15391.75	15181.75	6005.0	22152.75	10246.75	5875.0	57842.5	193692.25	53424.0	6221.25	9879.0	14188.0	4849.5
Dicranales	Catoscopiales	Aulacomniales	11.198601538124093	0.0	0.5250536541614371	2394100.75	95577.25	47576.0	73848.25	11188.75	93217.0	33073.75	10568.75	78150.0	954808.75	79467.5	11116.25	35576.75	73246.25	9241.0
Dicranales	Catoscopiales	Orthodontiales	11.05379238039616	0.0	0.49317032376249453	1678924.375	60724.875	33033.375	51386.375	7609.5	65857.625	22750.625	7171.5	50614.625	672488.875	51370.25	7616.0	24974.25	51837.25	5576.5
Dicranales	Catoscopiales	Hypopterygiales	9.730126349859823	0.0	0.7115052148282508	836001.0	48383.75	18318.25	23286.25	5377.75	30370.25	13107.0	5359.5	38211.75	314595.0	42458.25	5395.25	13527.75	22810.0	3964.25
Dicranales	Hedwigiales	Hypopterygiales	6.431238953423314	6.358336079870242e-11	0.29470651072108395	4097805.75	172212.5	118133.5	174177.75	34403.0	207256.25	90161.25	31097.25	125267.5	1505079.75	141301.0	30100.5	90428.25	169405.5	25702.25
Dicranales	Aulacomniales	Hypopterygiales	9.660489915665819	0.0	0.24312277208645106	2424518.75	86078.25	46787.75	121920.0	16288.75	138979.25	33538.5	14193.75	61928.25	921543.75	70506.5	13232.0	33148.75	119317.75	11936.0
Dicranales	Orthodontiales	Hypopterygiales	11.371130786918284	0.0	0.262269030179575	1684926.25	60292.25	27610.5	84241.0	10151.0	95949.5	20409.75	9665.25	43102.25	642319.75	49061.5	8331.0	19741.75	82486.5	7792.75
Myliales	Ptilidiales	Porellales	6.575093960071743	2.4436452861209546e-11	0.6105168170631665	1820141.0	160964.0	82394.0	85193.75	32493.75	120756.25	55520.0	32015.75	102033.75	453606.5	98207.75	27529.5	46908.5	68915.0	21811.5
Myliales	Perssoniales	Porellales	5.487834542686021	2.039423141475538e-08	0.7201362014666063	999761.5	90815.0	46376.5	42618.0	18552.0	60204.5	30577.0	16571.0	61560.5	248755.5	57182.5	16086.0	28073.0	35544.5	12297.5
Myliales	Polytrichales	Oedipodiales	4.745891679921089	1.0392141682746825e-06	0.09333611188293045	198245.5	9302.5	10219.5	25450.5	6200.5	32085.0	5872.0	4981.0	7887.5	34488.5	5543.5	4872.0	5282.0	17052.5	3645.5
Myliales	Ptilidiales	Fossombroniales	5.891641219808029	1.9182424537689258e-09	0.42347515060240964	172157.0	10205.0	8107.5	8184.5	2338.0	11983.0	5122.0	2209.0	7371.5	47143.5	6731.0	2262.0	4201.5	7023.5	1735.0
Myliales	Perssoniales	Fossombroniales	7.049450894058437	9.041656312547275e-13	0.5569908814589666	93113.5	5684.0	4237.0	4149.5	1355.0	5833.0	2692.0	1160.5	4524.5	25391.0	3849.5	1271.5	2409.5	3694.0	934.5
Myliales	Fossombroniales	Blasiales	5.194064778206365	1.0307100595241536e-07	0.644698085419735	77136.0	6016.5	4052.0	3792.5	1646.0	5506.5	2827.5	1548.0	4578.5	17269.0	3449.0	1604.0	2441.5	2908.5	1105.5
Myliales	Ptilidiales	Pelliales	7.520394348106437	2.7533531010703882e-14	0.46055064721594413	134401.0	8635.0	6260.0	6596.0	2001.0	9583.5	3970.5	1883.0	6212.0	37944.75	5749.25	1925.0	3456.25	5916.25	1286.5
Myliales	Perssoniales	Pelliales	7.874658478391481	1.7763568394002505e-15	0.594823032223983	73139.0	4958.5	3472.5	3323.5	1105.5	4763.5	2173.0	939.5	3862.0	20521.0	3382.5	1027.0	2073.5	3047.0	763.0
Myliales	Ptilidiales	Metzgeriales	6.4116579726553224	7.230915866074383e-11	0.5836927844549603	169044.0	12753.0	8047.5	7678.75	2923.75	11337.0	5193.5	2697.5	8678.0	45298.0	8134.0	2388.0	4417.5	6592.25	1930.25
Myliales	Ptilidiales	Pallaviciniales	6.620464616928936	1.7998269541408263e-11	0.43035595410580724	197312.25	12511.75	9587.75	9480.75	2758.5	14005.0	5844.0	2549.5	8591.5	56579.5	7798.0	2631.0	5198.5	8387.0	1899.0
Myliales	Ptilidiales	Pleuroziales	6.1686680411777415	3.4571923102078017e-10	0.3562708102108768	66929.0	4015.5	3026.0	3432.0	918.5	4734.0	1982.0	888.5	2784.5	19210.0	2415.0	878.0	1698.5	2928.5	585.0
Myliales	Ptilidiales	Blasiales	5.423599192958344	2.9273040103028336e-08	0.767215958369471	58054.5	5013.0	2851.5	2542.5	1146.5	3934.0	1871.5	1044.5	4083.0	13869.5	3206.5	1093.0	1476.5	1995.0	768.5
Myliales	Perssoniales	Metzgeriales	6.140960970254502	4.117339802434117e-10	0.6929133858267716	92437.0	7243.0	4437.0	3931.5	1628.5	5595.5	2781.0	1454.0	5377.0	24810.5	4752.0	1353.5	2565.5	3515.5	1052.5
Myliales	Perssoniales	Pallaviciniales	7.785184323913748	3.552713678800501e-15	0.556413339239385	108471.0	7071.0	5120.5	4911.0	1645.0	7025.0	3158.5	1418.0	5356.75	31161.0	4566.75	1507.0	3119.5	4479.0	975.0
Myliales	Pallaviciniales	Blasiales	5.017612249331782	2.6200910463458627e-07	0.6767155229846769	85192.5	6861.5	4642.0	4169.0	1802.5	6275.0	3198.5	1660.0	5230.0	19756.0	4041.5	1739.5	2549.5	3350.5	1148.0
Myliales	Perssoniales	Pleuroziales	8.16762088757695	2.220446049250313e-16	0.5101889588736569	36108.5	2267.0	1701.0	1690.0	515.0	2372.5	1029.0	447.0	1717.5	10298.5	1425.5	489.0	1049.0	1475.5	346.0
Myliales	Perssoniales	Blasiales	5.135886433449002	1.4066128728451588e-07	0.8176206509539843	31865.5	2840.0	1491.5	1295.5	661.5	1979.5	970.5	547.5	2427.5	7638.5	1823.5	570.0	872.0	1086.0	411.0
Porellales	Fossombroniales	Neohodgsoniales	4.93809216701452	3.950397992058541e-07	0.6448976345309314	3071921.5	252758.25	174432.5	160999.5	74846.25	260421.0	124167.75	77842.5	191057.5	612981.0	150465.75	76186.5	100788.25	138724.5	54473.25
Porellales	Pelliales	Neohodgsoniales	5.022840056885947	2.5497641620297884e-07	0.6440569029051333	2351994.0	200778.75	145954.5	125401.5	57967.75	202744.5	98403.75	61334.5	147254.5	478545.0	119388.5	62348.5	81924.25	107707.0	43929.0
Porellales	Ptilidiales	Neohodgsoniales	5.2728437523602505	6.729971202545926e-08	0.7607298523394413	2369026.75	217254.75	120186.75	113494.5	49294.25	186430.0	86595.75	55208.25	172117.0	502663.75	132665.75	56069.5	64605.5	101574.0	39857.5
Porellales	Pallaviciniales	Neohodgsoniales	5.264690990738428	7.035461413451571e-08	0.6639035831412645	3418477.5	291774.5	201905.5	180434.5	80477.5	292057.75	139057.25	86842.25	220791.25	701041.75	175317.25	84432.5	110490.0	153790.5	61758.0
Porellales	Perssoniales	Neohodgsoniales	4.887249325320875	5.11995653429409e-07	0.7547965007133739	1269228.0	113472.5	70381.5	62171.0	29035.5	99956.0	49109.5	29911.0	89316.0	263797.5	70905.5	32039.0	39325.0	54868.5	22137.5
Porellales	Ptilidiales	Fossombroniales	5.464320422492419	2.3289838502194016e-08	0.30389931326854946	6064987.75	344002.25	257782.0	346772.25	89633.25	529874.25	182410.0	95973.75	254166.25	1496222.75	222111.0	98008.75	153784.5	322698.0	67429.25
Porellales	Fossombroniales	Blasiales	5.504832418342419	1.8521729261422593e-08	0.4838122924041036	2705586.0	200119.25	146144.5	152930.5	58876.75	232987.0	105609.25	61812.5	149962.5	560221.0	112368.25	63059.0	86439.25	127709.0	44663.25
Porellales	Ptilidiales	Pelliales	6.898170097536686	2.6501023597802487e-12	0.3399481928507151	4636398.25	289515.5	202987.75	268294.5	71176.5	408333.5	138468.25	80530.5	205333.0	1172812.75	178868.5	75871.0	122107.0	249682.5	56231.5
Porellales	Perssoniales	Pelliales	5.16248393038764	1.2207186295132288e-07	0.30032976213158247	2458258.5	151179.5	123370.75	142689.5	41608.25	212595.5	83015.5	42462.5	108630.25	609270.0	94270.25	44646.5	73282.5	133909.5	31726.0
Porellales	Pelliales	Blasiales	5.753211593550592	4.391334407216618e-09	0.4881155059807734	2045255.0	155321.25	120730.5	115903.0	46661.25	179984.5	81025.75	48291.0	114283.5	429963.0	88072.0	49484.5	68141.75	98125.0	34530.0
Porellales	Ptilidiales	Metzgeriales	6.357033509683656	1.0330847288742007e-10	0.42750541275367315	5952059.5	430723.0	265158.5	321511.0	106335.5	495992.25	195383.0	114009.75	289568.0	1427149.0	259075.5	110473.75	161055.5	296681.75	80139.0
Porellales	Ptilidiales	Pallaviciniales	5.810215860847149	3.1293860836001386e-09	0.31396378994332924	6747003.25	401097.0	300044.25	382468.75	101504.75	593684.5	205333.0	108722.25	286399.0	1725801.0	242000.75	108797.0	177291.0	361687.0	77605.5
Porellales	Ptilidiales	Blasiales	6.5676551577658735	2.5687896254567022e-11	0.658747914253223	2054186.75	167736.75	98439.75	104414.0	40145.25	164026.5	72305.25	45122.75	134287.5	445689.25	100737.25	45424.5	56086.0	90587.5	31390.0
Porellales	Perssoniales	Metzgeriales	5.421646818475869	2.9594517170217216e-08	0.39308986321691997	3136094.0	224689.0	158634.25	173810.5	57803.25	257301.5	112036.0	61975.0	152046.75	741767.0	133291.75	62847.5	94168.0	159213.0	44935.5
Porellales	Pallaviciniales	Blasiales	5.878914728397294	2.0716200976877985e-09	0.5277427613295109	2944880.5	226346.5	163854.0	162631.0	64485.5	253114.0	114116.25	68762.75	168331.0	627316.75	126711.5	70015.5	89570.0	141109.75	47656.0
Porellales	Pleuroziales	Blasiales	6.1200868410469464	4.69438488082119e-10	0.605914424260697	1032570.0	82413.25	58575.0	54862.5	21635.75	85971.0	39177.5	24531.75	63293.5	217365.0	45268.75	24120.5	32578.5	46549.5	17152.5
Porellales	Perssoniales	Blasiales	6.69579937156822	1.0783929305091533e-11	0.6328214848575202	1102209.0	88345.0	56001.5	56893.0	23732.5	88482.5	39652.5	24646.0	69366.0	237900.0	51773.5	25807.5	32974.5	49645.5	17869.0
Ditrichales	Bartramiales	Orthotrichales	10.731804831241305	0.0	0.3750612559408871	14242490.375	588983.625	272207.125	574530.875	88453.25	628320.125	200241.625	71366.75	424873.875	5536116.375	437380.75	71938.75	198812.0	549092.25	63620.25
Ditrichales	Bartramiales	Ptychomniales	10.615563896912283	0.0	0.38737824316078573	5228785.25	226457.25	103621.5	204689.0	32857.5	227190.25	74923.0	27074.75	156977.75	2019880.75	167292.5	29277.25	72143.5	195919.75	22957.0
Ditrichales	Bartramiales	Splachnales	9.46247839636885	0.0	0.36563158451146704	10049614.75	370734.0	198115.0	386070.25	61946.25	433074.75	147547.25	50171.25	285025.0	3875304.75	296186.0	46002.25	146034.25	376799.0	45856.25
Bartramiales	Ditrichales	Bruchiales	6.100159484612756	5.318445683855089e-10	0.21231495425043811	2450344.75	52716.25	42985.25	98375.25	9468.0	115125.25	31292.25	8015.5	49374.0	983710.75	44949.75	9445.75	34718.0	95498.5	7764.75
Ditrichales	Bartramiales	Hypnodendrales	4.840018656338188	6.500089111405316e-07	0.17932966952651075	5798412.375	159353.375	102182.125	249514.375	26651.75	269876.875	75471.125	22794.25	113502.375	2339417.875	125814.5	23979.75	76562.5	241059.5	19633.25
Bartramiales	Ditrichales	Erpodiales	8.735555762598812	0.0	0.28641760310643055	2764903.25	97991.25	46588.75	114278.25	12873.0	128196.75	38473.5	11870.75	68900.0	1089473.75	70838.25	11355.75	38014.75	111130.5	8956.5
Ditrichales	Bartramiales	Hookeriales	11.457843635056003	0.0	0.46209454777273834	9687436.5	481848.5	194434.25	374574.25	70772.25	416603.0	144225.25	58036.75	342109.5	3678386.0	369154.0	59419.5	141810.25	356633.25	51003.75
Bartramiales	Catoscopiales	Ditrichales	8.914013437671443	0.0	0.42742436341052253	1409166.0	42652.75	26742.75	41202.0	4954.0	50152.5	18614.75	4476.0	35476.0	581314.0	35611.75	5286.5	20577.0	42345.75	4124.25
Ditrichales	Bartramiales	Hedwigiales	6.684370606565517	1.1659562204613394e-11	0.20177248351971774	6824961.0	185461.25	120946.75	290729.0	31523.25	318714.0	84606.5	27442.75	136709.25	2743799.0	149132.0	26778.5	89883.25	282168.0	23898.5
Ditrichales	Bartramiales	Hypopterygiales	11.992872195280317	0.0	0.42815875773609374	1376447.5	60961.25	27996.75	53990.25	8922.0	60230.5	19595.0	7908.25	45348.0	526214.0	49425.75	7640.75	19534.75	52276.75	6864.5
Oedipodiales	Bartramiales	Orthotrichales	6.582707470866043	2.3217427980171124e-11	0.09923645994383123	2305774.5	88121.5	52306.75	213779.25	24207.5	187099.25	33606.5	21093.25	53456.0	706740.0	52133.0	19385.0	34067.25	174455.5	16304.75
Oedipodiales	Bartramiales	Ptychomniales	5.49742154485331	1.931666182564129e-08	0.08840379961663695	851040.25	33815.75	20152.0	78210.25	9474.75	67593.25	13888.25	8127.0	20126.0	258413.75	20096.75	7932.75	12636.75	62819.0	6030.5
Oedipodiales	Bartramiales	Funariales	5.547104276856549	1.455917786330474e-08	0.16004930582587257	812236.25	47963.25	30541.5	59941.25	13152.25	54835.75	21100.25	11103.5	28501.25	230261.25	29019.5	9256.25	20436.75	48185.0	8341.0
Bartramiales	Oedipodiales	Andreaeales	7.446399349928314	4.8405723873656825e-14	0.5821891651057484	740100.0	54984.5	31703.0	36423.0	13557.0	56597.0	24935.5	14848.5	40942.5	189492.5	37696.5	14494.0	20704.5	34710.0	10513.5
Bartramiales	Gigaspermales	Oedipodiales	4.789836371135301	8.356531638886722e-07	0.890248151445937	209329.0	14577.0	5916.5	5434.5	1856.5	8726.0	4017.0	1899.0	15515.0	64856.0	13276.5	2196.0	3945.5	5324.0	1524.5
Oedipodiales	Bartramiales	Erpodiales	6.737788112554561	8.086198377554865e-12	0.15102924136050713	433155.5	22231.0	15182.0	34520.5	5806.5	31596.0	9610.0	5266.5	14041.5	127026.0	13498.5	5007.0	9562.0	27611.5	4022.5
Oedipodiales	Bartramiales	Hookeriales	6.994348044922804	1.341149413747189e-12	0.12433687646955946	1564909.25	70889.25	37472.25	139481.0	20743.25	122266.25	26824.75	16638.5	42821.0	466657.25	43740.25	16849.25	24925.5	111663.25	13013.0
Oedipodiales	Bartramiales	Hypopterygiales	5.26551878398161	7.003841728803195e-08	0.08529665130652372	223659.5	8980.0	5251.5	20583.5	2620.0	17724.5	3859.75	2052.75	5419.25	67406.5	6168.25	2305.25	3227.75	16464.0	1763.5
Orthotrichales	Bartramiales	Polytrichales	5.9696269219366	1.1931544641186065e-09	0.9206325734711812	19554810.5	1965090.75	445622.25	449668.0	197233.75	700600.5	308909.75	217783.5	1941653.0	5914582.5	1682328.25	230229.5	295588.5	436624.0	146031.25
Orthotrichales	Bartramiales	Ptychomniales	4.825005803592958	7.00924031482586e-07	0.5353445436089938	12017144.25	452660.5	277433.25	312739.5	52360.5	420307.75	236922.25	55715.25	324273.75	4872079.75	355299.25	52416.5	220109.0	327259.75	41769.75
Orthotrichales	Bartramiales	Splachnales	9.998659519618931	0.0	0.5043440611815541	22702337.5	830867.25	418211.5	663207.0	102020.5	886816.25	323774.75	115694.75	669156.75	9061523.5	718200.5	99986.75	314041.25	704186.75	84423.0
Orthotrichales	Bartramiales	Bruchiales	10.186733994831	0.0	0.7019600716251971	5217362.0	242992.25	104291.0	144795.75	28295.0	207804.5	75097.25	29868.0	239255.0	1968853.0	213582.75	35904.5	74475.25	148616.75	24407.0
Orthotrichales	Bartramiales	Archidiales	10.830669830669923	0.0	0.6664705967249631	16567000.5	806295.0	318485.0	483090.0	89756.25	665554.25	246215.5	94197.25	719546.75	6353252.5	678622.75	102214.5	230699.0	500191.25	78502.5
Orthotrichales	Bartramiales	Rhabdoweisiales	11.639939504056178	0.0	0.5909971702317017	30695193.25	1327396.5	575556.0	937528.0	148730.5	1263312.5	435916.5	154346.25	1160730.5	12033657.0	1132258.25	180802.25	421226.5	955859.5	127710.5
Orthotrichales	Bartramiales	Funariales	8.925641501257628	0.0	0.7834336596919323	10873865.0	799462.75	216155.0	293084.25	80918.0	412471.25	170420.75	82175.25	614158.75	3943894.0	633347.5	80245.5	157316.25	299797.5	61094.25
Orthotrichales	Bartramiales	Gigaspermales	12.383937916323802	0.0	0.6450014356860203	2839981.0	122722.25	52779.25	84385.5	13768.75	115582.0	37713.75	15726.0	122512.25	1091695.75	110202.75	16157.0	36279.75	87363.75	12110.25
Orthotrichales	Bartramiales	Erpodiales	10.602728052645451	0.0	0.7337104149314114	6062817.0	367111.5	120136.5	170234.75	37261.75	237904.0	91907.0	39203.5	307724.25	2257203.0	301913.25	40434.25	86491.0	176079.75	30405.5
Orthotrichales	Bartramiales	Catoscopiales	11.607583785221152	0.0	0.4715290303161019	3079298.75	104956.5	55480.5	96012.25	12631.25	129630.0	40269.0	13614.25	90006.0	1241667.75	95029.0	14676.25	39318.75	100427.0	11033.75
Orthotrichales	Bartramiales	Hedwigiales	7.44189356904066	4.9960036108132044e-14	0.2884988767578604	15380406.0	402064.25	257483.5	497442.25	52250.25	640150.0	201073.75	60124.0	321245.0	6408012.0	344836.75	55070.0	204009.25	515645.25	49239.75
Orthotrichales	Bartramiales	Pleurophascales	7.419752402567429	5.906386491005833e-14	0.6699342915811088	1587586.5	72136.0	29355.5	44540.5	8214.25	60886.0	24447.75	7130.25	65230.0	617287.0	62938.5	8158.5	24335.25	43209.5	6562.5
Orthotrichales	Bartramiales	Buxbaumiales	5.53290160961678	1.5788696794416524e-08	0.9133000551272784	2219935.25	237519.0	49470.5	54846.25	21588.5	81110.25	37664.25	24241.25	218660.0	678137.25	198278.5	25574.5	34369.25	51303.0	18482.25
Bartramiales	Aulacomniales	Orthotrichales	7.4754911850938095	3.8746783559417963e-14	0.6787377944477068	9105869.5	331269.5	147525.25	174282.0	26375.25	204590.75	105074.25	24048.0	251291.0	3937505.5	267122.0	22908.5	114966.0	173750.75	20398.75
Bartramiales	Orthodontiales	Orthotrichales	9.665587452555183	0.0	0.6586974802302875	6387057.5	236679.25	80165.0	119064.0	16521.25	143819.0	58284.25	14223.25	175586.25	2772760.25	191904.75	14622.75	61744.0	119176.75	13274.75
Tetraphidales	Bartramiales	Ptychomniales	5.2111086825001385	9.403862055723522e-08	0.08916841709061328	1455024.5	55936.5	33010.75	136527.75	17588.5	136491.25	24002.25	14894.0	35018.25	441205.0	34510.75	15299.5	21223.5	118718.5	11524.0
Tetraphidales	Bartramiales	Splachnales	5.587521829289669	1.1547102607423199e-08	0.0926630540799711	2805540.0	94716.5	61277.0	263351.75	31136.25	265395.25	42414.75	27885.5	64978.25	847749.5	62092.75	27064.75	40741.75	228888.5	23578.5
Bartramiales	Tetraphidales	Andreaeales	6.430083310032361	6.406841723816115e-11	0.6128630042095168	1258195.5	91594.0	68340.0	63843.5	25674.5	95579.5	45680.0	25055.0	74434.0	315168.5	63121.5	28314.0	39632.0	59715.0	20184.0
Bartramiales	Gigaspermales	Tetraphidales	5.993874543114458	1.028152007975791e-09	0.8608164375536166	359624.0	29199.0	10043.0	9996.0	3660.0	14361.0	6670.0	3668.0	27240.5	112452.5	24912.5	4249.0	6860.0	8976.5	2905.0
Bartramiales	Tetraphidales	Takakiales	5.238852266274259	8.09487836761491e-08	0.8213077859628841	333851.0	29763.5	19712.5	15452.5	7060.5	26240.5	11820.0	7400.5	28515.75	72508.0	20236.25	9620.5	10576.5	14217.0	5802.0
Tetraphidales	Bartramiales	Hookeriales	5.64752909991406	8.161071041179468e-09	0.10630350436933811	2710035.25	117800.75	64808.75	248399.0	38479.75	250496.0	47542.5	32320.0	71434.0	808772.75	76203.25	31302.25	42106.25	219718.5	23691.0
Tetraphidales	Bartramiales	Hypopterygiales	4.988372616820467	3.049263588295048e-07	0.0853596340496983	379158.25	14698.25	8742.75	35636.75	4711.0	35469.75	6494.25	3887.5	9214.0	113878.75	10313.25	4275.75	5636.0	30998.0	3194.75
Polytrichales	Bartramiales	Ptychomniales	5.070123867381811	1.9911479931522535e-07	0.07136664278003757	7220063.5	273387.0	172735.5	707829.0	82871.75	714605.0	124354.5	79820.0	169195.25	2166765.5	176315.75	74334.0	109526.0	611195.0	54925.25
Polytrichales	Bartramiales	Splachnales	5.830989560469756	2.7637402366664787e-09	0.07937525311246685	13764317.75	459550.25	320488.25	1339626.5	156001.5	1381874.0	212089.5	148329.0	309304.5	4135909.25	300327.75	137032.25	212197.0	1156162.5	113538.0
Bartramiales	Polytrichales	Andreaeales	4.779953628796995	8.777865442288757e-07	0.6611432970060365	6235192.0	463007.5	375401.0	307498.0	135548.0	469002.25	253132.0	134494.5	359205.5	1546595.0	318878.0	151137.75	221617.5	285718.25	95443.75
Polytrichales	Bartramiales	Erpodiales	5.379911644036994	3.7344407899375653e-08	0.11058147376594166	3694061.5	177682.5	132901.5	310502.5	55307.0	333982.5	88275.5	53776.5	115905.0	1072871.5	112046.5	50200.5	84681.0	267101.5	37473.5
Polytrichales	Bartramiales	Hookeriales	6.888158477454626	2.843281166065026e-12	0.10547111195637462	13218049.0	572842.0	327587.25	1273087.0	176905.75	1293060.0	237144.5	167022.5	359289.25	3895635.0	374559.75	151818.75	213968.25	1093665.5	124649.5
Polytrichales	Bartramiales	Hypopterygiales	7.256855215865125	1.9961809982760315e-13	0.09951587990975741	1878468.5	72851.5	43218.0	183911.5	24647.25	186149.0	32039.0	21361.5	48823.0	556081.5	49614.0	19678.0	29005.5	158787.0	16867.75
Ptychomniales	Bartramiales	Splachnales	9.825219742588994	0.0	0.48454136432853995	8333762.0	301026.75	157063.0	247841.75	40956.25	346601.0	121074.75	43905.5	240238.25	3304914.5	253619.5	38847.75	117748.25	269012.75	32408.0
Ptychomniales	Bartramiales	Bruchiales	9.7912426292144	0.0	0.7020197241307738	1917177.5	88181.0	39437.75	52790.0	11269.25	78516.0	28384.0	10536.5	85882.75	721173.0	75074.75	13136.0	27433.25	54960.5	9134.75
Ptychomniales	Bartramiales	Archidiales	11.427935168644616	0.0	0.6437001649580366	6072953.75	290781.5	119801.25	182370.5	34803.75	259770.75	88845.0	36773.0	257810.5	2309414.5	239416.75	38595.75	84754.25	191668.5	29000.25
Ptychomniales	Bartramiales	Rhabdoweisiales	11.548633614404237	0.0	0.572159674829212	11252006.5	479929.25	218618.25	346523.5	59113.0	486780.25	161162.0	58995.5	409049.75	4383490.5	402134.0	68574.75	152647.75	365848.75	46470.25
Ptychomniales	Bartramiales	Funariales	9.624931772553373	0.0	0.7679718064483604	3999671.5	287640.5	79009.5	113301.5	30881.5	160141.25	63823.75	33350.5	227586.25	1430847.0	225155.75	28379.0	57998.25	117778.75	23706.0
Bartramiales	Hypnodendrales	Ptychomniales	5.21074009749953	9.422559676952602e-08	0.6751562340460625	4739958.75	174768.25	89327.0	98795.5	17035.0	108922.25	67776.25	14437.75	132246.75	2001151.25	140657.0	15295.25	71908.25	94438.25	13602.5
Ptychomniales	Bartramiales	Gigaspermales	12.164008823868699	0.0	0.6464631524454986	1041098.0	44616.0	19248.25	30969.25	6131.25	45064.5	14237.5	5750.0	44832.5	397765.0	38788.5	6077.75	13116.75	33523.25	4753.5
Ptychomniales	Bartramiales	Erpodiales	10.46432804472722	0.0	0.7249621879907132	2223368.5	131657.5	44789.0	63644.75	14476.75	90731.0	35095.0	15531.5	110348.25	821560.0	107752.25	15884.75	31788.5	67518.75	11084.5
Ptychomniales	Bartramiales	Catoscopiales	11.860131577148742	0.0	0.4562008149553641	1129421.5	37940.5	19521.75	36897.25	5262.75	50687.25	15044.0	4976.25	33377.0	450069.5	33434.0	5597.5	14464.75	38576.0	4090.0
Ptychomniales	Bartramiales	Hedwigiales	8.173606800390134	2.220446049250313e-16	0.294578923231305	5645935.5	148341.0	92970.25	188011.5	21697.0	249656.0	71493.75	24183.25	120150.75	2327147.75	125923.5	20944.0	71444.25	200802.25	18121.25
